,247_index,school,year,playerName,highSchool,city,state,position,height,weight,compRating,compStars,nationalRank,positionRank,stateRank,247Rating,247Stars,247positionRank,247stateRank,displayName,ID,247nationalRank,confidence,rivalsrivals_index,rivalsschool,rivalsyear,rivalsplayerName,rivalscity,rivalsstate,rivalshighSchool,rivalsposition,rivalsheight,rivalsweight,rivalsstars,rivalsnationalRank,rivalspositionRank,rivalsstateRank,rivalsdisplayName,rivalsID,rivalsrawSchool
1214,33216,byu,2008,bernarnafutiti,Mt. San Antonio College,Walnut,CA,WDE,73.0,250,0.8778,3,35,2,15,"
            
                N/A
            
        ",3.0,N/A,N/A,Bernarn Afutiti,bernarnafutiti_byu,,0.8096716947648624,33262,byu,2008,bernardafutiti,Walnut,CA,Mt. San Antonio C.C.,DE,73.0,250.0,3,,,,Bernard Afutiti,bernardafutiti_byu,Brigham Young
1215,33254,uconn,2018,stevenkrajewski,Colquitt County,Moultrie,GA,PRO,76.0,205,0.8265,3,NA,53,158,"
            82
            
        ",6.0,60,151,Steven Krajewski,stevenkrajewski_uconn,,0.8476190476190476,34577,uconn,2018,stevekrajewski,Moultrie,GA,Colquitt County,QB,76.0,195.0,3,,,,Steve Krajewski,stevekrajewski_uconn,Connecticut
1216,33312,byu,2004,joegriffin,Grossmont College,El Cajon,CA,WR,75.0,215,0.8000,3,130,12,60,"
            
                N/A
            
        ",3.0,N/A,N/A,Joe Griffin,joegriffin_byu,,0.8456837280366692,33494,byu,2004,toddwatkins,El Cajon,CA,Grossmont C.C.,WR,75.0,185.0,3,,,,Todd Watkins,toddwatkins_byu,Brigham Young
1217,33319,byu,2004,garylovely,Foothill College,Los Altos,CA,S,75.0,195,0.7667,2,199,15,94,"
            
                N/A
            
        ",2.0,N/A,N/A,Gary Lovely,garylovely_byu,,0.8142857142857143,33426,byu,2004,greglovely,Los Altos,CA,Foothill College,DB,72.0,180.0,2,,,,Greg Lovely,greglovely_byu,Brigham Young
1218,33321,byu,2004,greglovely,Foothill College,Los Altos,CA,CB,72.0,180,0.7667,2,231,25,109,"
            
                N/A
            
        ",2.0,N/A,N/A,Greg Lovely,greglovely_byu,,0.8142857142857143,34499,byu,2004,garylovely,Los Altos,CA,Foothill College,DB,75.0,195.0,2,,,,Gary Lovely,garylovely_byu,Brigham Young
1219,33352,notredame,2008,mikegolicjr,Northwest Catholic,West Hartford,CT,OC,77.0,260,0.8795,3,402,6,4,"
            
                N/A
            
        ",3.0,N/A,N/A,Mike Golic Jr.,mikegolicjr_notredame,,0.8311688311688312,33108,notredame,2008,mikegolic,West Hartford,CT,Northwest Catholic,OL,77.0,260.0,3,,8.0,4.0,Mike Golic,mikegolic_notredame,Notre Dame
1220,33380,army,2015,andydavidson,Emmaus,Emmaus,PA,ILB,74.0,210,0.7575,2,NA,134,72,"
            74
            
        ",4.0,110,62,Andy Davidson,andydavidson_army,,0.826530612244898,33117,army,2015,andrewdavidson,Emmaus,PA,Emmaus,LB,73.0,210.0,2,,,,Andrew Davidson,andrewdavidson_army,Army
1221,33410,army,2015,mikejohnson,Hinsdale Central,Hinsdale,IL,OT,75.0,280,0.7197,2,NA,323,90,"
            72
            
        ",4.0,301,77,Mike Johnson,mikejohnson_army,,0.8163265306122449,33634,army,2015,michaeljohnson,Hinsdale,IL,Hinsdale Central,OL,75.0,280.0,2,,,,Michael Johnson,michaeljohnson_army,Army
1222,33411,byu,2011,bakerpritchard,Bingham,South Jordan,UT,SDE,75.0,255,0.8640,3,476,34,4,"
            87
            
        ",6.0,35,5,Baker Pritchard,bakerpritchard_byu,,0.8476190476190476,33531,byu,2011,bakkerpritchard,South Jordan,UT,Bingham,DE,75.0,250.0,3,,37.0,8.0,Bakker Pritchard,bakkerpritchard_byu,Brigham Young
1223,33457,byu,2007,marcusmathews,Southridge,Beaverton,OR,WR,76.0,180,0.8337,3,834,95,3,"
            
                N/A
            
        ",3.0,N/A,N/A,Marcus Mathews,marcusmathews_byu,,0.8131868131868132,34188,byu,2009,mitchmathews,Beaverton,OR,Southridge,WR,77.0,183.0,3,,,7.0,Mitch Mathews,mitchmathews_byu,Brigham Young
1224,33528,newmexicostate,2013,gregclark,Narbonne,Harbor City,CA,WR,73.0,180,0.7444,2,NA,411,292,,,,,Greg Clark,gregclark_newmexicostate,,0.8112244897959184,44082,boisestate,2013,ajrichardson,Harbor City,CA,Narbonne,WR,73.0,185.0,3,,84.0,,A.J. Richardson,ajrichardson_boisestate,Boise State
1225,33533,newmexicostate,2013,kawejohnson,Kahuku,Kahuku,HI,S,69.0,170,0.7000,2,NA,255,19,"
            70
            
        ",4.0,N/A,N/A,Kawe Johnson,kawejohnson_newmexicostate,,0.819047619047619,33728,newmexicostate,2013,kawehenajohnson,Kahuku,HI,Kahuku,DB,68.0,163.0,2,,,,Kawehena Johnson,kawehenajohnson_newmexicostate,New Mexico St
1226,33538,notredame,2011,matthegarty,Aztec,Aztec,NM,OT,77.0,280,0.9714,4,56,4,1,"
            95
            
        ",8.0,6,1,Matt Hegarty,matthegarty_notredame,84,0.826530612244898,33029,notredame,2011,matthewhegarty,Aztec,NM,Aztec,OL,77.0,265.0,4,70.0,6.0,1.0,Matthew Hegarty,matthewhegarty_notredame,Notre Dame
1227,33627,notredame,2010,louisnixiii,Raines,Jacksonville,FL,DT,74.0,230,0.9675,4,65,3,13,"
            95
            
        ",8.0,7,12,Louis Nix III,louisnixiii_notredame,77,0.961038961038961,32958,notredame,2010,louisnix,Jacksonville,FL,Raines,DT,74.0,320.0,4,85.0,7.0,14.0,Louis Nix,louisnix_notredame,Notre Dame
1228,33628,notredame,2010,tjjones,Gainesville,Gainesville,GA,WR,72.0,184,0.9579,4,87,10,9,"
            95
            
        ",8.0,9,9,T.J. Jones,tjjones_notredame,76,0.8605307735742518,33475,notredame,2010,tailerjones,Gainesville,GA,Gainesville High School,WR,72.0,184.0,4,141.0,19.0,9.0,Tai-ler Jones,tailerjones_notredame,Notre Dame
1229,33686,uconn,2016,tahjherringwilson,Suffield Academy,Suffield,CT,CB,73.0,190,0.8400,3,NA,95,6,"
            85
            
        ",6.0,87,6,Tahj Herring-Wilson,tahjherringwilson_uconn,,0.8067226890756302,34751,uconn,2016,tahjherring,Suffield,CT,Suffield Academy,DB,73.0,186.0,3,,,7.0,Tahj Herring,tahjherring_uconn,Connecticut
1230,33763,army,2014,zachsaum,Cathedral,Indianapolis,IN,TE,76.0,205,0.7732,2,NA,110,34,"
            78
            
        ",4.0,80,24,Zach Saum,zachsaum_army,,0.961038961038961,35050,army,2014,zacharysaum,Indianapolis,IN,Cathedral,TE,76.0,215.0,2,,,,Zachary Saum,zacharysaum_army,Army
1231,33779,army,2014,demetrostephensjr,Arabia Mountain,Lithonia,GA,ILB,73.0,210,0.7581,2,NA,142,248,,,,,Demetro Stephens Jr.,demetrostephensjr_army,,0.8403361344537815,34546,army,2014,demetrostephens,Lithonia,GA,Arabia Mountain,LB,73.0,220.0,2,,,,Demetro Stephens,demetrostephens_army,Army
1232,33862,newmexicostate,2015,brandynleonard,Mountain Pointe,Phoenix,AZ,RB,72.0,178,0.7757,2,NA,211,34,"
            75
            
        ",4.0,208,37,Brandyn Leonard,brandynleonard_newmexicostate,,0.8061224489795917,25939,oregonstate,2015,paullucas,Phoenix,AZ,Mountain Pointe,RB,71.0,175.0,3,,9.0,6.0,Paul Lucas,paullucas_oregonstate,Oregon State
1233,33914,notredame,2017,joshlugg,North Allegheny,Wexford,PA,OT,79.0,293,0.9443,4,120,15,5,"
            95
            
        ",8.0,12,4,Josh Lugg,joshlugg_notredame,86,0.8285714285714285,34037,notredame,2017,joshualugg,Wexford,PA,North Allegheny,OL,79.0,280.0,4,236.0,22.0,6.0,Joshua Lugg,joshualugg_notredame,Notre Dame
1234,33922,notredame,2017,jeremiahowusukoramoah,Bethel,Hampton,VA,ATH,74.0,197,0.8721,3,457,31,17,"
            89
            
        ",6.0,21,10,Jeremiah Owusu-Koramoah,jeremiahowusukoramoah_notredame,,0.802721088435374,33854,notredame,2017,jeremiahowusu,Hampton,VA,Bethel,LB,74.0,188.0,3,,40.0,18.0,Jeremiah Owusu,jeremiahowusu_notredame,Notre Dame
1235,33991,army,2009,jordancrockett,Berkeley Prep,Tampa,FL,CB,67.0,160,NA,0,NA,NA,NA,"
            
                N/A
            
        ",0.0,N/A,N/A,Jordan Crockett,jordancrockett_army,,0.826530612244898,34628,army,2009,juliancrockett,Tampa,FL,Berkeley Prep,RB,68.0,160.0,0,,,,Julian Crockett,juliancrockett_army,Army
1236,33992,army,2009,juliancrockett,Berkeley Prep,Tampa,FL,RB,68.0,160,NA,0,NA,NA,NA,"
            
                N/A
            
        ",0.0,N/A,N/A,Julian Crockett,juliancrockett_army,,0.826530612244898,33360,army,2009,jordancrockett,Tampa,FL,Berkeley Prep,DB,67.0,160.0,0,,,,Jordan Crockett,jordancrockett_army,Army
1237,34047,newmexicostate,2019,nickgiacolone,Venice,Venice,FL,ILB,75.0,220,0.7680,2,NA,177,394,,,,,Nick Giacolone,nickgiacolone_newmexicostate,,0.8151260504201681,33573,newmexicostate,2019,nicholasgiacolone,Venice,FL,Venice,LB,73.0,204.0,2,,,,Nicholas  Giacolone,nicholasgiacolone_newmexicostate,New Mexico St
1238,34049,newmexicostate,2019,terrellwarner,Dodge City C.C.,Dodge City,KS,WR,73.0,188,0.7600,2,482,54,100,,,,,Terrell Warner,terrellwarner_newmexicostate,,0.8092621664050235,45346,arkansasstate,2019,eugeneminter,Dodge City,KS,Dodge City C.C.,WR,76.0,200.0,2,,,,Eugene Minter,eugeneminter_arkansasstate,Arkansas State
1239,34126,byu,2016,maxtooley,Bountiful,Bountiful,UT,S,73.5,193,0.8608,3,615,43,4,"
            86
            
        ",6.0,64,10,Max Tooley,maxtooley_byu,,0.8131868131868132,32915,byu,2016,maxwelltooley,Bountiful,UT,Bountiful,DB,74.0,195.0,4,,24.0,3.0,Maxwell Tooley,maxwelltooley_byu,Brigham Young
1240,34149,newmexicostate,2018,rodneymcgrawii,Elkins,Missouri City,TX,S,73.0,175,0.8276,3,NA,123,233,"
            80
            
        ",6.0,152,283,Rodney McGraw II,rodneymcgrawii_newmexicostate,,0.8367346938775511,33940,newmexicostate,2018,rodneymcgraw,Missouri City,TX,Elkins,DB,74.0,175.0,3,,,,Rodney McGraw,rodneymcgraw_newmexicostate,New Mexico St
1241,34154,newmexicostate,2018,grantmiles,Horizon,Scottsdale,AZ,TE,77.0,230,0.7803,2,NA,122,32,"
            75
            
        ",4.0,136,41,Grant Miles,grantmiles_newmexicostate,,0.9761904761904763,34886,newmexicostate,2018,grantmileski,Scottsdale,AZ,Horizon,TE,77.0,220.0,2,,,,Grant Mileski,grantmileski_newmexicostate,New Mexico St
1242,34259,notredame,2016,troypridejr,Greer,Greer,SC,CB,72.0,175,0.9089,4,249,23,4,"
            95
            
        ",8.0,7,3,Troy Pride Jr.,troypridejr_notredame,95,0.8311688311688312,34344,notredame,2016,troypride,Greer,SC,Greer,DB,72.0,165.0,4,,23.0,4.0,Troy Pride,troypride_notredame,Notre Dame
1243,34262,notredame,2016,tonyjonesjr,IMG Academy,Bradenton,FL,RB,70.5,216,0.8926,4,325,14,46,"
            88
            
        ",7.0,23,61,Tony Jones Jr.,tonyjonesjr_notredame,,0.974025974025974,33408,notredame,2016,tonyjones,Bradenton,FL,IMG Academy,RB,73.0,212.0,3,,21.0,75.0,Tony Jones,tonyjones_notredame,Notre Dame
1244,34306,newmexicostate,2014,larryroseiii,Fairfield,Fairfield,TX,RB,71.0,170,0.7631,2,NA,173,450,"
            76
            
        ",4.0,133,338,Larry Rose III,larryroseiii_newmexicostate,,0.9642857142857143,32980,newmexicostate,2014,larryrose,Fairfield,TX,Fairfield,RB,71.0,175.0,2,,,,Larry Rose,larryrose_newmexicostate,New Mexico St
1245,34311,newmexicostate,2014,kourtlandbusby,Hendrickson,Pflugerville,TX,WDE,75.0,220,0.7575,2,NA,147,473,"
            74
            
        ",4.0,125,426,Kourtland Busby,kourtlandbusby_newmexicostate,,0.8469387755102041,34161,newmexicostate,2014,kortlandbusby,Pflugerville,TX,Hendrickson,DE,75.0,228.0,2,,,,Kortland Busby,kortlandbusby_newmexicostate,New Mexico St
1246,34344,uconn,2010,joshuaalexander,Westlake,Waldorf,MD,OLB,75.0,215,0.8211,3,NA,121,32,"
            
                N/A
            
        ",3.0,N/A,N/A,Joshua Alexander,joshuaalexander_uconn,,0.8380952380952381,34112,uconn,2010,joshalexander,Waldorf,MD,Westlake,DE,75.0,210.0,2,,,,Josh Alexander,joshalexander_uconn,Connecticut
1247,34348,byu,2020,christopherjackson,Mt. San Antonio College,Walnut,CA,WR,72.0,180,0.8206,3,198,25,44,"
            81
            
        ",6.0,31,48,Christopher Jackson,christopherjackson_byu,212,0.9151138716356108,34137,byu,2020,chrisjackson,Walnut,CA,Mt. San Antonio C.C.,WR,70.0,180.0,2,,,,Chris Jackson,chrisjackson_byu,Brigham Young
1248,34352,byu,2020,peteytuipulotu,Nation Ford,Fort Mill,SC,ATH,75.0,190,0.8123,3,NA,182,56,"
            80
            
        ",6.0,210,66,Petey Tuipulotu,peteytuipulotu_byu,,0.8163265306122449,33113,byu,2018,bentuipulotu,Fort Mill,SC,Nation Ford,ATH,76.0,200.0,2,,,,Ben Tuipulotu,bentuipulotu_byu,Brigham Young
1249,34382,southernmississippi,2010,dasmanmccullum,West Jones,Laurel,MS,WDE,77.0,230,0.8556,3,919,56,22,"
            
                N/A
            
        ",3.0,N/A,N/A,Dasman McCullum,dasmanmccullum_southernmississippi,,0.8380952380952381,38756,southernmississippi,2010,dasmondmccullum,Laurel,MS,West Jones,DE,77.0,230.0,3,,,21.0,Dasmond McCullum,dasmondmccullum_southernmississippi,Southern Miss
1250,34401,alabamabirmingham,2018,starlingthomasv,Ramsay,Birmingham,AL,CB,72.0,180,0.8305,3,NA,146,53,"
            85
            
        ",6.0,90,35,Starling Thomas V,starlingthomasv_alabamabirmingham,,0.8476190476190476,37995,alabamabirmingham,2018,starlingthomas,Birmingham,AL,Ramsay,DB,71.0,168.0,2,,,,Starling Thomas,starlingthomas_alabamabirmingham,UAB
1251,34410,alabamabirmingham,2018,austinwatkins,Dodge City C.C.,Dodge City,KS,WR,75.0,200,0.7744,2,360,34,71,"
            76
            
        ",4.0,31,71,Austin Watkins,austinwatkins_alabamabirmingham,,0.980952380952381,35639,alabamabirmingham,2018,austinwatkinsjr,Dodge City,KS,Dodge City C.C.,WR,74.0,200.0,2,,,,Austin Watkins Jr.,austinwatkinsjr_alabamabirmingham,UAB
1252,34442,middletennesseestate,2009,bennycunningham,Goodpasture Christian School,Madison,TN,RB,70.0,180,0.8306,3,NA,91,29,"
            
                N/A
            
        ",3.0,N/A,N/A,Benny Cunningham,bennycunningham_middletennesseestate,,0.8380952380952381,38054,middletennesseestate,2009,bencunningham,Madison,TN,Goodpasture Christian School,ATH,70.0,180.0,2,,,24.0,Ben Cunningham,bencunningham_middletennesseestate,Mid Tennessee
1253,34527,utep,2019,suaavatupua,Narbonne,Harbor City,CA,DT,73.0,265,0.7892,2,NA,195,329,"
            79
            
        ",4.0,162,324,Sua'ava Tupua,suaavatupua_utep,,0.935064935064935,38534,utep,2019,juicetupua,Harbor City,CA,Narbonne,DT,73.0,265.0,2,,,,Juice Tupua,juicetupua_utep,UTEP
1254,34583,rice,2015,brandondouglasdotson,Hutto,Hutto,TX,ATH,70.5,175,0.7750,2,NA,205,366,"
            77
            
        ",4.0,188,310,Brandon Douglas-Dotson,brandondouglasdotson_rice,,0.8142857142857143,36023,rice,2015,brandondouglas,Hutto,TX,Hutto,DB,72.0,175.0,2,,,,Brandon Douglas,brandondouglas_rice,Rice
1255,34648,westernkentucky,2013,leverickjohnson,Northwestern,Miami,FL,CB,73.0,190,0.7531,2,NA,231,429,"
            74
            
        ",4.0,205,375,Leverick Johnson,leverickjohnson_westernkentucky,,0.8285714285714285,38296,westernkentucky,2013,leverickjackson,Miami,FL,Northwestern,DB,73.0,190.0,2,,,,Leverick Jackson,leverickjackson_westernkentucky,W Kentucky
1256,34738,alabamabirmingham,2014,aeronmcneal,Deerfield Beach,Deerfield Beach,FL,RB,71.0,180,0.6997,1,NA,223,515,,,,,Aeron McNeal,aeronmcneal_alabamabirmingham,,0.8028442146089204,13589,florida,2014,brandonpowell,Deerfield Beach,FL,Deerfield Beach,RB,69.0,167.0,4,200.0,8.0,32.0,Brandon Powell,brandonpowell_florida,
1257,34923,louisianatech,2010,joshtillman,Copiah-Lincoln C.C.,Wesson,MS,SDE,77.0,260,0.8222,3,99,11,22,"
            
                N/A
            
        ",3.0,N/A,N/A,Josh Tillman,joshtillman_louisianatech,,0.819047619047619,35164,louisianatech,2010,aljoshuatillman,Wesson,MS,Copiah-Lincoln C.C.,DE,76.0,260.0,2,,,,Aljoshua Tillman,aljoshuatillman_louisianatech,Louisiana Tech
1258,34924,louisianatech,2010,noahchesier,Wylie,Wylie,TX,TE,0.0,0,0.8167,3,NA,87,268,"
            
                N/A
            
        ",3.0,N/A,N/A,Noah Chesier,noahchesier_louisianatech,,0.988095238095238,36459,louisianatech,2010,noahcheshier,Wylie,TX,Wylie,TE,74.0,262.0,2,,,,Noah Cheshier,noahcheshier_louisianatech,Louisiana Tech
1259,34937,marshall,2014,franciscohernandez,Largo,Largo,FL,OLB,72.0,192,0.8174,3,NA,103,205,,,,,Francisco Hernandez,franciscohernandez_marshall,,0.8253968253968254,36278,marshall,2014,frankiehernandez,Largo,FL,Largo,LB,72.0,188.0,3,,,,Frankie Hernandez,frankiehernandez_marshall,Marshall
1260,35029,marshall,2015,reesewooten,Milford Academy,New Berlin,NY,CB,73.0,170,0.7200,2,34,5,13,,,,,Reese Wooten,reesewooten_marshall,,0.8441558441558442,38326,marshall,2015,reesewooton,New Berlin,NY,Milford Academy,DB,73.0,170.0,3,20.0,,,Reese Wooton,reesewooton_marshall,Marshall
1261,35051,louisianatech,2011,joshrobinson,Lancaster,Lancaster,TX,OG,76.0,285,0.7333,2,NA,158,367,"
            70
            
        ",4.0,N/A,N/A,Josh Robinson,joshrobinson_louisianatech,,0.8367346938775511,37612,louisianatech,2011,joshuarobinson,Lancaster,TX,Lancaster,OL,77.0,285.0,2,,,,Joshua Robinson,joshuarobinson_louisianatech,Louisiana Tech
1262,35056,louisianatech,2011,briceabraham,Jennings,Jennings,LA,ATH,71.0,175,0.7000,2,NA,169,88,,,,,Brice Abraham,briceabraham_louisianatech,,0.9560439560439561,36915,louisianatech,2011,brysonabraham,Jennings,LA,Jennings,ATH,71.0,175.0,3,,,,Bryson Abraham,brysonabraham_louisianatech,Louisiana Tech
1263,35057,louisianatech,2011,jonaiwhite,Jones College,Ellisville,MS,DT,73.0,299,0.7000,2,230,22,37,,,,,Jon'ai White,jonaiwhite_louisianatech,,0.9100840336134454,35851,louisianatech,2011,jonalwhite,Ellisville,MS,Jones County J.C.,DT,73.0,300.0,3,,,,Jon'al White,jonalwhite_louisianatech,Louisiana Tech
1264,35112,rice,2018,brendanharmon,All Saints Episcopal,Fort Worth,TX,WR,77.0,194,0.7993,3,NA,345,352,"
            81
            
        ",6.0,272,234,Brendan Harmon,brendanharmon_rice,,0.879120879120879,35810,rice,2018,andrewbird,Fort Worth,TX,All Saints Episcopal,WR,73.0,170.0,2,,,,Andrew Bird,andrewbird_rice,Rice
1265,35148,utep,2014,alexvillareal,Northeastern Oklahoma A&M,Miami,OK,DT,76.0,300,0.7000,2,395,44,5,,,,,Alex Villareal,alexvillareal_utep,,0.9897959183673469,38099,utep,2014,alexvillarreal,Miami,OK,Northeastern Oklahoma A&M,DT,76.0,285.0,3,,,,Alex Villarreal,alexvillarreal_utep,UTEP
1266,35150,alabamabirmingham,2003,jaketompkins,Russellville,Russellville,AL,DUAL,74.0,206,0.8000,3,958,27,31,"
            
                N/A
            
        ",3.0,N/A,N/A,Jake Tompkins,jaketompkins_alabamabirmingham,,0.8214285714285714,36887,alabamabirmingham,2003,joshtompkins,Russellville,AL,Russellville,DE,75.0,220.0,2,,,,Josh Tompkins,joshtompkins_alabamabirmingham,UAB
1267,35178,middletennesseestate,2012,shaqhuff,Eastside,Covington,GA,DT,73.0,290,0.8266,3,NA,86,103,"
            80
            
        ",6.0,94,111,Shaq Huff,shaqhuff_middletennesseestate,,0.945054945054945,38016,middletennesseestate,2012,shaquillehuff,Covington,GA,Eastside,DT,73.0,300.0,2,,,,Shaquille Huff,shaquillehuff_middletennesseestate,Mid Tennessee
1268,35193,middletennesseestate,2012,anferneestewart,Duluth,Duluth,GA,ATH,72.0,180,0.7098,2,NA,244,207,,,,,Anfernee Stewart,anferneestewart_middletennesseestate,,0.9904761904761905,36669,middletennesseestate,2012,anforneestewart,Duluth,GA,Duluth,ATH,73.0,198.0,2,,,,Anfornee Stewart,anforneestewart_middletennesseestate,Mid Tennessee
1269,35251,marshall,2019,danfoster,Dwyer,Palm Beach Gardens,FL,ILB,75.0,240,0.8299,3,NA,74,234,"
            83
            
        ",6.0,71,220,Dan Foster,danfoster_marshall,,0.8311688311688312,35866,marshall,2019,danfosterjr,Palm Beach Gardens,FL,Dwyer,DE,75.0,240.0,0,,,,Dan Foster Jr.,danfosterjr_marshall,Marshall
1270,35255,marshall,2019,elineal,White Station,Memphis,TN,ILB,73.0,218,0.8204,3,NA,84,52,"
            83
            
        ",6.0,70,50,Eli Neal,elineal_marshall,,0.8253968253968254,38719,marshall,2019,eliasneal,Memphis,TN,White Station,LB,72.0,211.0,2,,,,Elias Neal,eliasneal_marshall,Marshall
1271,35287,westernkentucky,2012,traviselliot,Ryle,Union,KY,RB,71.0,215,0.7943,2,NA,113,19,,,,,Travis Elliot,traviselliot_westernkentucky,,0.989010989010989,35923,westernkentucky,2012,traviselliott,Union,KY,Ryle,RB,71.0,215.0,2,,,,Travis Elliott,traviselliott_westernkentucky,W Kentucky
1272,35295,rice,2014,austinwalter,Crosby,Crosby,TX,ATH,67.0,176,0.8416,3,984,80,127,"
            85
            
        ",6.0,79,118,Austin Walter,austinwalter_rice,,0.9761904761904763,35334,rice,2014,astonwalter,Crosby,TX,Crosby,ATH,68.0,180.0,3,,,,Aston Walter,astonwalter_rice,Rice
1273,35296,rice,2014,astonwalter,Crosby,Crosby,TX,ATH,68.0,170,0.8360,3,NA,93,141,"
            84
            
        ",6.0,94,140,Aston Walter,astonwalter_rice,,0.8333333333333334,35306,rice,2014,austinwalter,Crosby,TX,Crosby,RB,68.0,183.0,3,,,91.0,Austin Walter,austinwalter_rice,Rice
1274,35351,utep,2018,raywalters,Alain LeRoy Locke,Los Angeles,CA,ATH,72.0,180,0.7943,2,NA,186,253,"
            80
            
        ",5.0,162,242,Ray Walters,raywalters_utep,,0.8661926308985132,37780,utep,2018,raywaltersiii,Los Angeles,CA,Locke,ATH,72.0,180.0,2,,,,Ray  Walters III,raywaltersiii_utep,UTEP
1275,35364,utep,2018,jonathanpatrickjr,Cy Falls,Houston,TX,WR,71.0,165,0.7580,2,NA,484,486,"
            75
            
        ",4.0,486,475,Jonathan Patrick Jr.,jonathanpatrickjr_utep,,0.9282482223658695,38448,utep,2018,jonathanpatrick,Houston,TX,Cypress Falls,WR,72.0,170.0,2,,,,Jonathan Patrick,jonathanpatrick_utep,UTEP
1276,35369,utep,2018,tristintuialuuluu,Del Valle,El Paso,TX,OG,75.0,295,0.7397,2,NA,194,506,"
            74
            
        ",4.0,193,496,Tristin Tuialuuluu,tristintuialuuluu_utep,,0.8487394957983193,36389,utep,2018,tristintuialuulu,El Paso,TX,Del Valle,OL,75.0,300.0,2,,,,Tristin Tuialuulu,tristintuialuulu_utep,UTEP
1277,35415,floridainternational,2010,jerricholee,Amos P. Godby,Tallahassee,FL,DT,0.0,0,0.8377,3,NA,96,196,"
            
                N/A
            
        ",3.0,N/A,N/A,Jerricho Lee,jerricholee_floridainternational,,0.8991008991008991,35834,floridainternational,2010,jericholee,Tallahassee,FL,Godby,DT,71.0,260.0,3,,51.0,87.0,Jericho Lee,jericholee_floridainternational,FIU
1278,35442,southernmississippi,2011,rakeemnunezroches,Central,Phenix City,AL,DT,76.0,300,0.8155,3,NA,90,40,"
            
                N/A
            
        ",3.0,N/A,N/A,Rakeem Nunez-Roches,rakeemnunezroches_southernmississippi,,0.9495798319327731,35917,southernmississippi,2011,rakeemnunez,Phenix City,AL,Central,DT,76.0,315.0,2,,,,Rakeem Nunez,rakeemnunez_southernmississippi,Southern Miss
1279,35449,southernmississippi,2011,rashodhill,Ed White,Jacksonville,FL,OT,78.0,270,0.7799,2,NA,139,241,"
            78
            
        ",4.0,109,187,Rashod Hill,rashodhill_southernmississippi,,0.8428571428571429,37898,southernmississippi,2011,rashadhill,Jacksonville,FL,Ed White,OL,78.0,275.0,2,,,,Rashad Hill,rashadhill_southernmississippi,Southern Miss
1280,35492,middletennesseestate,2003,terryjackson,Kingsbury,Memphis,TN,RB,71.0,185,0.8000,3,701,39,14,"
            
                N/A
            
        ",3.0,N/A,N/A,Terry Jackson,terryjackson_middletennesseestate,,0.8119047619047619,46018,arkansasstate,2003,jerimehenderson,Memphis,TN,Kingsbury,RB,71.0,203.0,2,,,,Jerime Henderson,jerimehenderson_arkansasstate,Arkansas State
1281,35632,utep,2013,nicholasusher,Junipero Serra,Gardena,CA,OLB,75.0,205,0.7783,2,NA,183,230,"
            78
            
        ",4.0,166,208,Nicholas Usher,nicholasusher_utep,,0.8021978021978021,39648,utep,2013,nickusher,Gardena,CA,Junipero Serra,DE,75.0,215.0,2,,,,Nick Usher,nickusher_utep,UTEP
1282,35646,utep,2013,alvinjones,Burges,El Paso,TX,CB,70.5,175,0.7481,2,NA,233,443,"
            73
            
        ",4.0,207,402,Alvin Jones,alvinjones_utep,,0.8142857142857143,35582,utep,2013,aaronjones,El Paso,TX,Burges,ATH,71.0,175.0,2,,,,Aaron Jones,aaronjones_utep,UTEP
1283,35729,louisianatech,2016,joshuaoutlaw,Tyler J.C.,Tyler,TX,OG,76.0,310,0.7000,2,469,29,41,"
            70
            
        ",4.0,N/A,N/A,Joshua Outlaw,joshuaoutlaw_louisianatech,,0.8333333333333334,36613,louisianatech,2016,joshoutlaw,Tyler,TX,Tyler J.C.,OL,76.0,320.0,2,,,,Josh Outlaw,joshoutlaw_louisianatech,Louisiana Tech
1284,35738,southernmississippi,2020,terencecherry,East Mississippi C.C.,Scooba,MS,DT,74.0,265,0.8262,3,178,20,34,"
            83
            
        ",6.0,18,28,Terence Cherry,terencecherry_southernmississippi,152,0.8571428571428571,38105,southernmississippi,2020,austintodd,Scooba,MS,East Mississippi C.C.,DT,77.0,310.0,2,,,,Austin  Todd,austintodd_southernmississippi,Southern Miss
1285,35753,southernmississippi,2020,daâquanbaileybrown,Dodge City C.C.,Dodge City,KS,WR,69.0,170,0.8401,3,117,13,29,,,,,Daâ€™Quan Bailey-Brown,daâquanbaileybrown_southernmississippi,,0.9920634920634921,35133,southernmississippi,2020,daquanbaileybrown,Dodge City,KS,Dodge City C.C.,WR,70.0,170.0,2,,,,Da'Quan Bailey-Brown,daquanbaileybrown_southernmississippi,Southern Miss
1286,35761,marshall,2012,rakimreed,Fork Union Military Academy,Fork Union,VA,TE,76.0,215,0.7600,2,32,3,23,,,,,Rakim Reed,rakimreed_marshall,,0.8730158730158729,36167,marshall,2012,chrishall,Fork Union,VA,Fork Union Military Academy,TE,76.0,230.0,2,,,,Chris Hall,chrishall_marshall,Marshall
1287,35766,marshall,2012,chrishall,Fork Union Military Academy,Fork Union,VA,TE,76.0,230,0.8200,3,19,2,14,,,,,Chris Hall,chrishall_marshall,,0.8730158730158729,37636,marshall,2012,rakimreed,Fork Union,VA,Fork Union Military Academy,TE,76.0,210.0,3,24.0,,,Rakim Reed,rakimreed_marshall,Marshall
