,247_index,school,year,playerName,highSchool,city,state,position,height,weight,compRating,compStars,nationalRank,positionRank,stateRank,247Rating,247Stars,247positionRank,247stateRank,displayName,ID,247nationalRank,confidence,rivalsrivals_index,rivalsschool,rivalsyear,rivalsplayerName,rivalscity,rivalsstate,rivalshighSchool,rivalsposition,rivalsheight,rivalsweight,rivalsstars,rivalsnationalRank,rivalspositionRank,rivalsstateRank,rivalsdisplayName,rivalsID,rivalsrawSchool
896,23413,oregon,2019,jrwaters,Oxnard Union,Oxnard,CA,WR,75.0,185,0.8777,3,548,67,65, 89  ,6.0,50,60,JR Waters,jrwaters_oregon,,0.8896103896103896,26419,oregon,2019,jaronwaters,Oxnard,CA,Oxnard,WR,75.0,185.0,3,,97.0,78.0,Jaron Waters,jaronwaters_oregon,Oregon
897,23427,usc,2015,johnhoustonjr,Junipero Serra,Gardena,CA,OLB,75.0,211,0.9768,4,49,6,7, 95  ,8.0,7,16,John Houston Jr.,johnhoustonjr_usc,104,0.8351648351648352,23465,usc,2015,johnhouston,Gardena,CA,Junipero Serra,LB,75.0,208.0,5,30.0,2.0,5.0,John Houston,johnhouston_usc,USC
898,23428,usc,2015,marvelltelliii,Crespi,Encino,CA,S,73.5,188,0.9725,4,59,4,8, 97  ,8.0,3,10,Marvell Tell III,marvelltelliii_usc,55,0.826530612244898,27387,usc,2015,marvelltell,Encino,CA,Crespi,DB,75.0,185.0,4,96.0,6.0,15.0,Marvell Tell,marvelltell_usc,USC
899,23488,california,2018,chrisbrown,El Camino,Oceanside,CA,RB,73.0,218,0.8780,3,513,23,57, 90  ,7.0,12,46,Chris Brown,chrisbrown_california,,0.9365079365079365,27554,california,2018,christopherbrownjr,Oceanside,CA,El Camino,RB,74.0,225.0,3,,23.0,56.0,Christopher Brown Jr.,christopherbrownjr_california,California
900,23512,oregonstate,2008,warrenreuland,Mission Viejo,Mission Viejo,CA,WR,77.0,200,0.8354,3,924,110,99,  N/A  ,3.0,N/A,N/A,Warren Reuland,warrenreuland_oregonstate,,0.8701298701298701,25011,stanford,2008,warrenreuland,Mission Viejo,CA,Mission Viejo,WR,77.0,200.0,3,,,,Warren Reuland,warrenreuland_stanford,Stanford
901,23550,usc,2003,chanceywashington,South,Torrance,CA,RB,73.0,210,0.9404,4,91,7,13,  N/A  ,4.0,N/A,N/A,Chancey Washington,chanceywashington_usc,,0.8594104308390023,24543,usc,2003,chaunceywashington,South Torrance,CA,South Gate,RB,73.0,210.0,4,,8.0,31.0,Chauncey Washington,chaunceywashington_usc,USC
902,23576,oregonstate,2009,chanceenger,O'Dea,Seattle,WA,OT,78.0,250,0.8463,3,NA,77,10,,,,,Chance Enger,chanceenger_oregonstate,,0.8051948051948052,24903,oregonstate,2009,grantenger,Seattle,WA,O'Dea,OL,78.0,250.0,3,,65.0,3.0,Grant Enger,grantenger_oregonstate,Oregon State
903,23607,california,2019,curleyyoung,Hendrickson,Pflugerville,TX,OLB,73.0,210,0.8626,3,818,60,106, 87  ,6.0,45,78,Curley Young,curleyyoung_california,,0.8351648351648352,25814,california,2019,curleyyoungjr,Pflugerville,TX,Hendrickson,LB,74.0,210.0,3,,,,Curley  Young Jr.,curleyyoungjr_california,California
904,23697,oregon,2018,jamalelliott,Hillside,Durham,NC,RB,70.0,180,0.9038,4,279,12,11, 88  ,7.0,27,17,Jamal Elliott,jamalelliott_oregon,,0.9523809523809524,24913,oregon,2018,jamalcurrieelliott,Durham,NC,Hillside,RB,70.0,185.0,4,243.0,8.0,10.0,Jamal Currie-Elliott,jamalcurrieelliott_oregon,Oregon
905,23707,oregon,2018,andrewfaoliu,Mater Dei,Santa Ana,CA,WDE,75.0,255,0.8466,3,NA,65,120, 86  ,6.0,38,80,Andrew Faoliu,andrewfaoliu_oregon,,0.8333333333333334,23366,oregon,2018,drewfaoliu,Santa Ana,CA,Mater Dei,DE,75.0,240.0,2,,,,Drew Faoliu,drewfaoliu_oregon,Oregon
906,23852,california,2003,joshuatauanuu,Long Beach Poly,Long Beach,CA,DT,76.0,285,0.8333,3,407,30,50,  N/A  ,3.0,N/A,N/A,Joshua Tauanuu,joshuatauanuu_california,,0.841025641025641,23420,california,2003,raytago,Long Beach,CA,Long Beach C.C.,DT,75.0,275.0,3,,,,Ray Tago,raytago_california,California
907,23872,oregonstate,2013,sialehautau,Snow College,Ephraim,UT,DT,72.0,315,0.8178,3,180,25,3, 78  ,5.0,36,5,Siale Hautau,sialehautau_oregonstate,,0.8821178821178821,8546,oklahomastate,2013,ofahautau,Ephraim,UT,Snow College,DT,73.0,290.0,3,,,,Ofa Hautau,ofahautau_oklahomastate,
908,23894,usc,2018,palaiegaoteoteiv,Bishop Gorman,Las Vegas,NV,ILB,74.0,235,0.9926,5,15,1,1, 98  ,10.0,2,2,Palaie Gaoteote IV,palaiegaoteoteiv_usc,22,0.8392857142857143,23070,usc,2018,palaiegaoteote,Las Vegas,NV,Bishop Gorman,LB,74.0,235.0,5,21.0,2.0,1.0,Palaie Gaoteote,palaiegaoteote_usc,USC
909,23912,colorado,2017,kdnixon,DeSoto,DeSoto,TX,WR,68.0,182,0.8931,4,312,43,47, 87  ,7.0,77,74,K.D. Nixon,kdnixon_colorado,,0.8761904761904761,22963,colorado,2017,laviskashenault,DeSoto,TX,DeSoto,WR,74.0,205.0,3,,,,Laviska Shenault,laviskashenault_colorado,Colorado
910,23916,colorado,2017,laviskashenault,DeSoto,DeSoto,TX,WR,73.0,203,0.8701,3,483,73,66, 85  ,6.0,117,114,Laviska Shenault,laviskashenault_colorado,,0.8761904761904761,24560,colorado,2017,kdnixon,DeSoto,TX,DeSoto,WR,68.0,181.0,4,,42.0,42.0,K.D. Nixon,kdnixon_colorado,Colorado
911,23916,colorado,2017,laviskashenault,DeSoto,DeSoto,TX,WR,73.0,203,0.8701,3,483,73,66, 85  ,6.0,117,114,Laviska Shenault,laviskashenault_colorado,,0.8214285714285714,26587,colorado,2019,lavontaeshenault,DeSoto,TX,DeSoto,WR,73.0,186.0,4,197.0,29.0,24.0,La'Vontae Shenault,lavontaeshenault_colorado,Colorado
912,23927,colorado,2017,willsherman,Allen,Allen,TX,OG,75.0,295,0.8493,3,862,43,122, 84  ,6.0,55,147,Will Sherman,willsherman_colorado,,0.826530612244898,24904,colorado,2017,williamsherman,Allen,TX,Allen,OL,75.0,290.0,3,,35.0,,William Sherman,williamsherman_colorado,Colorado
913,23944,ucla,2010,anthonybarr,Loyola,Los Angeles,CA,ATH,76.0,230,0.9684,4,63,6,12, 95  ,8.0,7,11,Anthony Barr,anthonybarr_ucla,67,0.8015873015873015,26495,ucla,2010,anthonyjefferson,Los Angeles,CA,Cathedral,ATH,74.0,173.0,4,170.0,14.0,27.0,Anthony Jefferson,anthonyjefferson_ucla,UCLA
914,23947,ucla,2010,anthonyjefferson,Cathedral,Los Angeles,CA,ATH,74.0,173,0.9100,4,235,16,31, 91  ,8.0,18,35,Anthony Jefferson,anthonyjefferson_ucla,239,0.8015873015873015,26280,ucla,2010,anthonybarr,Los Angeles,CA,Loyola,ATH,76.0,230.0,4,50.0,5.0,8.0,Anthony Barr,anthonybarr_ucla,UCLA
915,24006,washington,2010,gregducre,Crenshaw,Los Angeles,CA,CB,70.0,169,0.8525,3,NA,84,119,  N/A  ,3.0,N/A,N/A,Greg Ducre,gregducre_washington,,0.8214285714285714,24712,washington,2010,gregoryducre,Los Angeles,CA,Crenshaw,DB,70.0,169.0,3,,64.0,100.0,Gregory Ducre,gregoryducre_washington,Washington
916,24011,washington,2010,mikecriste,Mission Viejo,Mission Viejo,CA,OT,77.0,279,0.8303,3,NA,107,185,  N/A  ,3.0,N/A,N/A,Mike Criste,mikecriste_washington,,0.8131868131868132,27085,washington,2010,michaelcriste,Mission Viejo,CA,Mission Viejo,OL,77.0,295.0,3,,54.0,98.0,Michael Criste,michaelcriste_washington,Washington
917,24019,washington,2010,erickohler,Oaks Christian,Westlake Village,CA,OG,77.0,304,0.9165,4,206,10,27, 93  ,8.0,4,26,Eric Kohler,erickohler_washington,158,0.8428571428571429,24369,washington,2010,erikkohler,Westlake Village,CA,Oaks Christian,OL,76.0,264.0,4,211.0,4.0,31.0,Erik Kohler,erikkohler_washington,Washington
918,24289,california,2008,jarretsparks,Merced College,Merced,CA,WR,74.0,216,0.8750,3,44,5,20,  N/A  ,3.0,N/A,N/A,Jarret Sparks,jarretsparks_california,,0.9073783359497646,25422,california,2008,jarrettsparks,Merced,CA,Merced,WR,74.0,216.0,4,,41.0,37.0,Jarrett Sparks,jarrettsparks_california,California
919,24329,usc,2013,kennybigelowjr,Eastern Christian,Elkton,MD,DT,75.0,297,0.9952,5,9,2,1, 99  ,10.0,3,1,Kenny Bigelow Jr.,kennybigelowjr_usc,13,0.9338775510204081,25426,usc,2013,kennybigelow,Elkton,MD,Eastern Christian Academy,DT,75.0,295.0,5,6.0,1.0,1.0,Kenny Bigelow,kennybigelow_usc,USC
920,24334,usc,2013,stevenmitchelljr,Bishop Alemany,Mission Hills,CA,WR,70.0,180,0.9713,4,67,8,6, 95  ,8.0,6,5,Steven Mitchell Jr.,stevenmitchelljr_usc,69,0.9821428571428571,24175,usc,2013,stevenmitchell,Mission Hills,CA,Bishop Alemany,WR,70.0,176.0,4,54.0,6.0,5.0,Steven Mitchell,stevenmitchell_usc,USC
921,24376,oregon,2005,eddickson,Bellflower,Bellflower,CA,TE,78.0,225,0.8556,3,334,18,43,  N/A  ,3.0,N/A,N/A,Ed Dickson,eddickson_oregon,,0.8131868131868132,22830,oregon,2005,edwarddickson,Bellflower,CA,,TE,78.0,225.0,3,,17.0,39.0,Edward Dickson,edwarddickson_oregon,Oregon
922,24441,washington,2017,terrellbynum,St. John Bosco,Bellflower,CA,WR,73.0,175,0.9105,4,236,32,26, 87  ,7.0,67,41,Terrell Bynum,terrellbynum_washington,,0.8010204081632654,49,northwestern,2017,berkeleyholman,Bellflower,CA,St. John Bosco,WR,70.0,171.0,3,,,93.0,Berkeley Holman,berkeleyholman_northwestern,
923,24456,oregon,2013,tyrellrobinson,Lincoln,San Diego,CA,OLB,75.0,200,0.9363,4,138,12,15, 94  ,8.0,10,16,Tyrell Robinson,tyrellrobinson_oregon,134,0.8367346938775511,24970,oregon,2013,tyreerobinson,San Diego,CA,Lincoln,ATH,76.0,180.0,4,153.0,6.0,16.0,Tyree Robinson,tyreerobinson_oregon,Oregon
924,24457,oregon,2013,tyreerobinson,Lincoln,San Diego,CA,ATH,76.0,190,0.9337,4,148,5,20, 94  ,8.0,4,18,Tyree Robinson,tyreerobinson_oregon,152,0.979591836734694,24876,oregon,2013,tyrellrobinson,San Diego,CA,Lincoln,ATH,76.0,185.0,4,138.0,5.0,14.0,Tyrell Robinson,tyrellrobinson_oregon,Oregon
925,24459,oregon,2013,darrencarringtonii,Horizon,San Diego,CA,WR,75.0,180,0.9181,4,204,27,23, 94  ,8.0,15,15,Darren Carrington II,darrencarringtonii_oregon,130,0.9841269841269842,25944,oregon,2013,darrencarrington,San Diego,CA,Horizon,WR,74.0,187.0,4,174.0,18.0,19.0,Darren Carrington,darrencarrington_oregon,Oregon
926,24467,oregon,2013,johnnymundt,Central Catholic,Modesto,CA,TE,77.0,235,0.8504,3,806,29,86, 86  ,6.0,33,94,Johnny Mundt,johnnymundt_oregon,,0.974025974025974,25042,oregon,2013,johnmundt,Modesto,CA,Central Catholic,TE,77.0,235.0,3,,12.0,44.0,John Mundt,johnmundt_oregon,Oregon
927,24484,ucla,2017,jayshaw,Centennial,Corona,CA,CB,71.0,170,0.8649,3,553,53,55, 82  ,6.0,156,137,Jay Shaw,jayshaw_ucla,,0.8142857142857143,25277,ucla,2017,jaylanshaw,Corona,CA,Centennial,DB,71.0,175.0,3,,35.0,49.0,Jaylan Shaw,jaylanshaw_ucla,UCLA
928,24488,ucla,2017,morrellosling,Antelope Valley,Lancaster,CA,ATH,73.0,170,0.8479,3,897,64,82, 85  ,6.0,64,78,Morrell Osling,morrellosling_ucla,,0.9732142857142857,25488,ucla,2017,morrelloslingiii,Lancaster,CA,Antelope Valley,ATH,74.0,185.0,3,,,80.0,Morrell Osling III,morrelloslingiii_ucla,UCLA
929,24543,colorado,2010,cordaryclarkallen,Central,Phenix City,AL,ATH,74.0,220,0.7667,2,NA,143,78,  N/A  ,2.0,N/A,N/A,Cordary Clark-Allen,cordaryclarkallen_colorado,,0.8865546218487396,25824,colorado,2010,cordaryclark,Phenix City,AL,Central-Phenix,ATH,74.0,220.0,2,,,,Cordary Clark,cordaryclark_colorado,Colorado
930,24631,california,2012,stevemoore,Elk Grove,Elk Grove,CA,OG,78.0,250,0.8286,3,NA,73,126,,,,,Steve Moore,stevemoore_california,,0.8441558441558442,23209,california,2012,stevenmoore,Elk Grove,CA,Elk Grove,OL,78.0,265.0,3,,,70.0,Steven Moore,stevenmoore_california,California
931,24634,california,2012,hardynickersonjr,Bishop O'Dowd,Oakland,CA,ILB,72.0,225,0.8120,3,NA,63,149, 77  ,5.0,68,178,Hardy Nickerson Jr.,hardynickersonjr_california,,0.8392857142857143,23313,california,2012,hardynickerson,Oakland,CA,Bishop O'Dowd,LB,72.0,218.0,3,,38.0,92.0,Hardy Nickerson,hardynickerson_california,California
932,24652,california,2013,raydavison,Crespi,Encino,CA,WDE,75.0,225,0.8275,3,NA,58,139, 81  ,6.0,70,175,Ray Davison,raydavison_california,,0.8163265306122449,22877,california,2013,raymonddavison,Encino,CA,Crespi,DE,74.0,218.0,3,,,,Raymond Davison,raymonddavison_california,California
933,24765,oregonstate,2015,lopinikatoa,American Fork,American Fork,UT,RB,72.0,200,0.8190,3,NA,134,23, 77  ,5.0,180,34,Lopini Katoa,lopinikatoa_oregonstate,,0.9444444444444444,25482,oregonstate,2015,zacharylopinikatoa,American Fork,UT,American Fork,RB,73.0,200.0,2,,,,Zachary Lopini Katoa,zacharylopinikatoa_oregonstate,Oregon State
934,24768,oregonstate,2015,jalenmoore,Upland,Upland,CA,S,73.0,190,0.8105,3,NA,131,206, 79  ,5.0,147,212,Jalen Moore,jalenmoore_oregonstate,,0.8095238095238095,23387,oregonstate,2015,jalenrakimmoore,Upland,CA,Upland,DB,73.0,190.0,2,,,,Jalen Rakim Moore,jalenrakimmoore_oregonstate,Oregon State
935,24781,colorado,2011,steviejoedorman,Somerset,Somerset,TX,PRO,76.0,215,0.8259,3,NA,37,185, 80  ,6.0,44,184,Stevie Joe Dorman,steviejoedorman_colorado,,0.8285714285714285,23531,colorado,2011,steviedorman,Somerset,TX,Somerset,QB,76.0,215.0,3,,,,Stevie Dorman,steviedorman_colorado,Colorado
936,24788,colorado,2011,jermaineclark,Oak Ridge Military Academy,Oak Ridge,NC,OLB,74.0,200,0.7791,2,NA,136,71, 76  ,4.0,126,76,Jermaine Clark,jermaineclark_colorado,,0.8461538461538461,23796,colorado,2011,jermaneclark,Oak Ridge,NC,Oak Ridge Military Academy,ATH,74.0,198.0,2,,,,Jermane Clark,jermaneclark_colorado,Colorado
937,24790,colorado,2011,greghenderson,Norco,Norco,CA,CB,71.0,180,0.7694,2,NA,126,159, 70  ,4.0,N/A,N/A,Greg Henderson,greghenderson_colorado,,0.8303571428571429,26981,colorado,2011,gregoryhenderson,Norco,CA,Norco,DB,70.0,180.0,2,,,,Gregory Henderson,gregoryhenderson_colorado,Colorado
938,24815,washington,2016,miloeifler,Bishop O'Dowd,Oakland,CA,OLB,73.25,215,0.9368,4,142,11,20, 93  ,8.0,13,26,Milo Eifler,miloeifler_washington,188,0.8333333333333334,23853,washington,2016,camiloeifler,Oakland,CA,Bishop O'Dowd,LB,74.0,210.0,4,118.0,11.0,19.0,Camilo Eifler,camiloeifler_washington,Washington
939,24841,ucla,2016,audieomotosho,Plano East,Plano,TX,WR,74.0,189,0.8933,4,323,57,51, 91  ,8.0,47,41,Audie Omotosho,audieomotosho_ucla,,0.9523809523809524,25645,ucla,2016,adewaleomotosho,Plano,TX,Plano East,WR,75.0,190.0,3,,97.0,91.0,Adewale Omotosho,adewaleomotosho_ucla,UCLA
940,24846,ucla,2016,nickterry,American River C.C.,Sacramento,CA,DT,75.0,290,0.8681,3,50,9,6, 88  ,6.0,2,7,Nick Terry,nickterry_ucla,36,0.8857142857142858,26538,ucla,2016,chigoziennoruka,Sacramento,CA,American River C.C.,DT,75.0,260.0,2,,,,Chigozie Nnoruka,chigoziennoruka_ucla,UCLA
941,24872,stanford,2020,benyurosek,Bakersfield Christian,Bakersfield,CA,TE,77.0,220,0.8822,3,453,19,39,,,,,Ben Yurosek,benyurosek_stanford,,0.8095238095238095,25495,stanford,2020,benjaminyurosek,Bakersfield,CA,Bakersfield Christian,ATH,77.0,230.0,3,,24.0,43.0,Benjamin Yurosek,benjaminyurosek_stanford,Stanford
942,24945,oregon,2004,geoffschwartz,Palisades,Pacific Palisades,CA,OT,79.0,308,0.8556,3,389,29,46,  N/A  ,3.0,N/A,N/A,Geoff Schwartz,geoffschwartz_oregon,,0.8303571428571429,23488,oregon,2004,geoffreyschwartz,Pacific Palisades,CA,Palisades,OL,79.0,308.0,3,,36.0,50.0,Geoffrey Schwartz,geoffreyschwartz_oregon,Oregon
943,24952,oregon,2004,pernellbooth,Billings West,Billings,MT,DT,75.0,284,0.8333,3,595,50,2,  N/A  ,3.0,N/A,N/A,Pernell Booth,pernellbooth_oregon,,0.935064935064935,25367,oregonstate,2004,pernellbooth,Billings,MT,Billings West,DT,75.0,284.0,3,,59.0,,Pernell Booth,pernellbooth_oregonstate,Oregon State
944,24966,oregon,2004,willieglasper,De La Salle,Concord,CA,CB,72.0,185,0.9325,4,121,8,14,  N/A  ,4.0,N/A,N/A,Willie Glasper,willieglasper_oregon,,0.8380952380952381,24982,oregon,2004,willieglasperjr,Concord,CA,De La Salle,DB,72.0,185.0,4,,9.0,21.0,"Willie Glasper, Jr.",willieglasperjr_oregon,Oregon
945,24980,usc,2004,jeffschweiger,Valley Christian,San Jose,CA,WDE,77.0,245,0.9960,5,10,2,1,  N/A  ,5.0,N/A,N/A,Jeff Schweiger,jeffschweiger_usc,,0.8380952380952381,23351,usc,2004,jeffschweigerjr,San Jose,CA,Valley Christian,DE,77.0,245.0,5,9.0,3.0,5.0,Jeff Schweiger Jr.,jeffschweigerjr_usc,USC
946,25025,ucla,2020,djwarnell,Dickinson,Dickinson,TX,CB,73.0,185,0.8520,3,NA,88,124, 87  ,6.0,58,93,DJ Warnell,djwarnell_ucla,,0.8021978021978021,25556,ucla,2020,donaldwarnell,Dickinson,TX,Dickinson,DB,73.0,175.0,2,,,,Donald Warnell,donaldwarnell_ucla,UCLA
947,25039,washington,2020,samadamsii,Eastside Catholic,Sammamish,WA,ATH,73.0,194,0.9015,4,287,11,6, 91  ,8.0,10,6,Sam Adams II,samadamsii_washington,,0.9714285714285714,23219,washington,2020,samadams,Sammamish,WA,Eastside Catholic,ATH,74.0,200.0,4,,11.0,4.0,Sam Adams,samadams_washington,Washington
948,25059,oregonstate,2019,akiliarnold,Mission Viejo,Mission Viejo,CA,ATH,73.0,190,0.8516,3,NA,83,107, 87  ,6.0,39,85,Akili Arnold,akiliarnold_oregonstate,,0.8701298701298701,26738,oregonstate,2019,jojoforest,Mission Viejo,CA,Mission Viejo,ATH,72.0,165.0,3,,,,Jojo Forest,jojoforest_oregonstate,Oregon State
949,25061,oregonstate,2019,evanbennett,Mater Dei,Santa Ana,CA,DT,75.0,315,0.8497,3,NA,79,113, 85  ,6.0,69,113,Evan Bennett,evanbennett_oregonstate,,0.8207792207792207,26630,oregon,2019,keyonwarehudson,Santa Ana,CA,Mater Dei,DT,75.0,285.0,4,145.0,11.0,22.0,Keyon Ware-Hudson,keyonwarehudson_oregon,Oregon
950,25092,utah,2020,clarkphillipsiii,La Habra,La Habra,CA,CB,70.5,178,0.9744,4,51,6,6, 96  ,8.0,6,7,Clark Phillips III,clarkphillipsiii_utah,51,0.8303571428571429,27198,utah,2020,clarkphillips,La Habra,CA,La Habra,DB,70.0,178.0,4,67.0,8.0,7.0,Clark Phillips,clarkphillips_utah,Utah
951,25098,utah,2020,moneyparks,Aledo,Aledo,TX,WR,71.0,172,0.8619,3,800,124,98, 89  ,6.0,70,53,Money Parks,moneyparks_utah,,0.9489795918367346,26457,utah,2020,monterrenparks,Aledo,TX,Aledo,WR,71.0,172.0,3,,,143.0,Monterren Parks,monterrenparks_utah,Utah
952,25164,arizona,2013,ronaldlewis,West Jefferson,Harvey,LA,WR,73.0,190,0.8634,3,563,77,25, 88  ,6.0,67,19,Ronald Lewis,ronaldlewis_arizona,,0.9404761904761905,23907,arizonastate,2013,ronaldlewis,Harvey,LA,West Jefferson,WR,72.0,180.0,3,,65.0,27.0,Ronald Lewis,ronaldlewis_arizonastate,Arizona State
953,25216,arizonastate,2011,mikebercovici,Taft,Woodland Hills,CA,PRO,73.0,210,0.8577,3,588,21,59, 87  ,6.0,16,57,Mike Bercovici,mikebercovici_arizonastate,,0.8214285714285714,26643,arizonastate,2011,michaelbercovici,Woodland Hills,CA,Taft,QB,74.0,205.0,3,,14.0,50.0,Michael Bercovici,michaelbercovici_arizonastate,Arizona State
954,25217,arizonastate,2011,viteofilo,Moon Valley,Phoenix,AZ,DT,75.0,295,0.8190,3,NA,86,18, 82  ,6.0,68,16,Vi Teofilo,viteofilo_arizonastate,,0.8214285714285714,22988,arizonastate,2011,viviiteofilo,Phoenix,AZ,Moon Valley,OL,75.0,295.0,3,,,,Vivii Teofilo,viviiteofilo_arizonastate,Arizona State
955,25228,arizonastate,2011,davidmoala,Junipero Serra,Gardena,CA,DT,73.0,280,0.8114,3,NA,93,123, 79  ,5.0,86,122,David Moala,davidmoala_arizonastate,,0.8244047619047619,44452,fresnostate,2011,sulifaletuipapai,Gardena,CA,Junipero Serra,DT,75.0,265.0,2,,,,Suli Faletuipapai,sulifaletuipapai_fresnostate,Fresno State
956,25238,oregon,2008,lamikejames,Liberty-Eylau,Texarkana,TX,RB,69.0,180,0.8736,3,464,42,69,  N/A  ,3.0,N/A,N/A,LaMike James,lamikejames_oregon,,0.9591836734693878,23507,oregon,2008,lamichaeljames,Texarkana,TX,Liberty-Eylau,RB,69.0,180.0,4,,12.0,39.0,LaMichael James,lamichaeljames_oregon,Oregon
957,25312,stanford,2015,jaytyler,Isidore Newman,New Orleans,LA,ATH,68.0,165,0.8140,3,NA,137,72, 81  ,6.0,140,84,Jay Tyler,jaytyler_stanford,,0.8928571428571429,23485,stanford,2015,jabiarityler,New Orleans,LA,Isidore Newman School,ATH,68.0,165.0,2,,,,Jabiari Tyler,jabiarityler_stanford,Stanford
958,25388,washington,2019,timhorn,Punahou,Honolulu,HI,K,75.0,206,0.8223,3,NA,6,17, 80  ,6.0,3,24,Tim Horn,timhorn_washington,,0.9480519480519481,25859,washington,2019,timothyhorn,Honolulu,HI,Punahou,K,74.0,206.0,2,,,,Timothy Horn,timothyhorn_washington,Washington
959,25411,ucla,2019,michaelmartinez,Mater Dei,Santa Ana,CA,TE,78.0,246,0.8883,3,410,16,52, 89  ,6.0,18,59,Michael Martinez,michaelmartinez_ucla,,0.9619047619047619,24722,ucla,2019,mikemartinez,Santa Ana,CA,Mater Dei,TE,78.0,240.0,4,,9.0,38.0,Mike Martinez,mikemartinez_ucla,UCLA
960,25414,ucla,2019,williamnimmo,Mater Dei,Santa Ana,CA,S,73.0,190,0.8755,3,577,47,68, 88  ,6.0,38,70,William Nimmo,williamnimmo_ucla,,0.8367346938775511,26382,ucla,2019,williamnimmojr,Santa Ana,CA,Mater Dei,DB,73.0,190.0,3,,31.0,59.0,William Nimmo Jr.,williamnimmojr_ucla,UCLA
961,25475,oregonstate,2020,ronhardgeiii,City College of San Francisco,San Francisco,CA,CB,73.0,175,0.8204,3,200,30,46, 80  ,6.0,33,55,Ron Hardge III,ronhardgeiii_oregonstate,239,0.8285714285714285,25405,oregonstate,2020,ronaldhardgeiii,San Francisco,CA,City College of San Francisco,DB,74.0,190.0,2,,,,Ronald Hardge III,ronaldhardgeiii_oregonstate,Oregon State
962,25523,arizonastate,2012,ricksmith,Long Beach Poly,Long Beach,CA,WR,69.0,174,NA,0,NA,NA,NA,  N/A  ,0.0,N/A,N/A,Rick Smith,ricksmith_arizonastate,,0.8476190476190476,23704,arizonastate,2012,richardsmith,Long Beach,CA,Poly,WR,68.0,160.0,3,,63.0,53.0,Richard Smith,richardsmith_arizonastate,Arizona State
963,25555,california,2010,terrancemontgomery,West Adams Prep,Los Angeles,CA,WR,71.0,180,0.8542,3,975,127,113,  N/A  ,3.0,N/A,N/A,Terrance Montgomery,terrancemontgomery_california,,0.8028083028083027,24219,california,2010,tevincarter,Los Angeles,CA,Santee Educational Complex,WR,75.0,190.0,4,130.0,17.0,20.0,Tevin Carter,tevincarter_california,California
964,25580,stanford,2019,stephenherronjr,Trinity,Louisville,KY,WDE,75.5,238,0.9389,4,141,7,2, 93  ,8.0,9,3,Stephen Herron Jr.,stephenherronjr_stanford,153,0.8380952380952381,27171,stanford,2019,stephenherron,Louisville,KY,Trinity,DE,76.0,225.0,4,163.0,4.0,2.0,Stephen Herron,stephenherron_stanford,Stanford
965,25592,stanford,2019,kyublukelly,Bishop Gorman,Las Vegas,NV,CB,73.0,175,0.8668,3,737,68,4, 87  ,6.0,58,3,Kyu Blu Kelly,kyublukelly_stanford,,0.8181818181818182,25169,stanford,2019,kyukelly,Las Vegas,NV,Bishop Gorman,ATH,72.0,160.0,3,,,4.0,Kyu Kelly,kyukelly_stanford,Stanford
966,25631,colorado,2012,jeffthomas,Duncanville,Duncanville,TX,WR,75.0,185,0.8468,3,917,107,151, 83  ,6.0,137,180,Jeff Thomas,jeffthomas_colorado,,0.967032967032967,25869,colorado,2012,jeffreythomas,Duncanville,TX,Duncanville,WR,75.0,180.0,3,,,,Jeffrey Thomas,jeffreythomas_colorado,Colorado
967,25639,colorado,2012,marquesmosley,Upland,Upland,CA,ATH,72.0,175,0.8089,3,NA,116,159, 78  ,5.0,154,162,Marques Mosley,marquesmosley_colorado,,0.8857142857142858,26507,colorado,2012,christianpowell,Upland,CA,Upland,ATH,71.0,250.0,3,,55.0,93.0,Christian Powell,christianpowell_colorado,Colorado
968,25662,oregonstate,2016,shemiahunutoawhitson,San Gorgonio,San Bernardino,CA,WDE,74.5,240,0.8068,3,NA,114,221, 80  ,6.0,111,182,Shemiah Unutoa-Whitson,shemiahunutoawhitson_oregonstate,,0.8142857142857143,25448,oregonstate,2016,shemiahwhitson,San Bernardino,CA,San Gorgonio,LB,75.0,230.0,2,,,,Shemiah Whitson,shemiahwhitson_oregonstate,Oregon State
969,25677,ucla,2015,joshwoods,Upland,Upland,CA,ILB,72.0,220,0.9087,4,240,9,31, 94  ,8.0,4,21,Josh Woods,joshwoods_ucla,134,0.8311688311688312,24262,ucla,2015,joshuawoods,Upland,CA,Upland,LB,75.0,210.0,3,,27.0,55.0,Joshua Woods,joshuawoods_ucla,UCLA
970,25679,ucla,2015,stephenjohnson,San Leandro,San Leandro,CA,ATH,71.0,180,0.9002,4,281,16,36, 88  ,7.0,40,57,Stephen Johnson,stephenjohnson_ucla,,0.9747899159663865,25221,ucla,2015,stephenjohnsoniii,San Leandro,CA,San Leandro,ATH,71.0,188.0,4,189.0,8.0,27.0,Stephen Johnson III,stephenjohnsoniii_ucla,UCLA
971,25683,ucla,2015,natemeadors,San Gorgonio,San Bernardino,CA,ATH,73.0,194,0.8684,3,524,37,64, 90  ,7.0,25,46,Nate Meadors,natemeadors_ucla,,0.8241758241758241,25931,ucla,2015,nathanmeadors,San Bernardino,CA,San Gorgonio,DB,73.0,186.0,3,,38.0,,Nathan Meadors,nathanmeadors_ucla,UCLA
